TLX
ACR EYI 1 154
ACR BAU 1 10
ACR EAZ 6 91
ACR PZK 11 10
ACR MTW 39 48
ACR EON 48 63
ACR TXG 88 34
ACR IVC 109 194
ACR GRN 131 48
ACR PCZ 151 63
ACR ZZI 173 188
ACR ASO 183 41
ACR UKE 184 134
ACR LZP 201 167
ACR FNW 220 151
ACR BDX 242 134
ACR PCZ 247 134
ACR ADW 247 108
ACR LSE 258 0
ACR XFM 282 181
ACR ZMT 293 58
ACR RTC 295 142
ADW JGC 3 67
ADW IYQ 8 84
ADW BWV 9 66
ADW NOB 12 90
ADW LRK 14 68
ADW VEG 23 77
ADW URK 27 110
ADW LHB 35 11
ADW RXT 37 87
ADW WRW 48 191
ADW AUX 50 32
ADW JNU 54 164
ADW AGO 67 131
ADW COK 80 148
ADW TXG 80 0
ADW KHB 83 161
ADW RXT 84 63
ADW TWT 86 117
ADW HOA 94 131
ADW ESG 100 196
ADW XSY 101 184
ADW MUZ 127 56
ADW INA 135 155
ADW RHJ 148 34
ADW VHT 157 71
ADW BVA 159 131
ADW KWB 164 168
ADW MMF 183 15
ADW HXC 190 70
ADW DAI 194 48
ADW EVI 201 114
ADW PKG 205 86
ADW SPK 209 68
ADW SLM 215 114
ADW GDF 221 170
ADW IRB 223 76
ADW XQK 236 181
ADW NLS 240 128
ADW NNP 242 145
ADW BOF 249 191
ADW XQK 251 63
ADW ZXJ 254 153
ADW WJE 257 66
ADW UKR 264 159
ADW NOB 271 127
ADW LSQ 290 190
ADW OBS 295 65
ADW PXN 297 196
AGM OZJ 2 111
AGM BQD 6 117
AGM QLA 11 131
AGM IYQ 14 94
AGM KCK 16 162
AGM BXF 32 52
AGM IVC 39 85
AGM SLI 43 160
AGM BWV 70 135
AGM PDX 89 129
AGM KTP 93 62
AGM NWO 127 160
AGM QFK 132 26
AGM JNU 132 22
AGM WZY 150 0
AGM FMR 155 31
AGM DQL 170 109
AGM LSE 171 92
AGM NWO 177 114
AGM LEV 192 135
AGM WON 197 74
AGM RCI 199 191
AGM QKY 201 16
AGM OTT 210 118
AGM VUT 211 158
AGM PXN 212 110
AGM PKG 215 183
AGM NLE 227 82
AGM LXI 232 84
AGM IRV 235 198
AGM PKG 244 95
AGM IJW 258 86
AGM QZT 260 34
AGM SKA 265 151
AGM YZF 270 192
AGM QDX 270 188
AGM QTO 272 37
AGM YPV 295 18
AGO AGM 51 74
AGO LOW 61 29
AGO BWV 80 109
AGO TCB 89 16
AGO ZQO 92 132
AGO ZRB 98 115
AGO QLA 109 180
AGO HNX 111 0
AGO HQZ 130 26
AGO UTO 134 44
AGO ZYL 150 133
AGO MOE 156 54
AGO SVK 169 118
AGO YPC 170 127
AGO UKE 200 199
AGO RCI 203 45
AGO SCR 203 122
AGO ENW 221 57
AGO YWT 230 44
AGO VHA 234 146
AGO QZT 250 29
AGO YFB 254 190
AGO SPK 255 122
AGO EJJ 272 92
AGO UOM 276 111
AGO ZRB 285 118
ARQ CPC 1 39
ARQ ELW 27 106
ARQ RHJ 28 92
ARQ OFO 40 18
ARQ YFX 42 116
ARQ VDC 45 28
ARQ DHF 53 54
ARQ WDF 62 149
ARQ BXF 64 17
ARQ LOW 72 157
ARQ IPI 83 151
ARQ CMC 86 37
ARQ JPJ 86 63
ARQ GRV 92 133
ARQ QTE 106 91
ARQ ZUN 111 36
ARQ TCB 112 53
ARQ GDE 134 10
ARQ IPI 135 167
ARQ QFK 135 44
ARQ QLS 136 152
ARQ UKE 140 169
ARQ DNO 141 161
ARQ UOM 155 0
ARQ CIE 163 81
ARQ JAL 173 69
ARQ TXG 177 199
ARQ FMR 183 197
ARQ RHJ 186 28
ARQ LHB 189 108
ARQ YPC 203 197
ARQ RHJ 205 38
ARQ HQJ 207 84
ARQ LEV 210 153
ARQ QTO 212 17
ARQ HQJ 228 194
ARQ PVI 234 19
ARQ JPJ 234 46
ARQ GWC 234 40
ARQ DAK 248 116
ARQ IMX 253 171
ARQ SCR 259 200
ARQ WJE 264 69
ARQ NKS 264 66
ARQ XER 270 193
ARQ NJZ 273 125
ARQ QTH 282 196
ARQ XWB 289 138
ARQ GRN 295 192
ARW PKG 3 31
ARW IMX 44 110
ARW KPZ 66 155
ARW GRV 71 148
ARW ZZI 77 187
ARW HOA 78 105
ARW ZMT 81 158
ARW PCU 86 182
ARW OAB 87 27
ARW LTK 88 177
ARW TZT 88 148
ARW VQV 91 55
ARW YNF 95 195
ARW IRV 114 121
ARW ZYL 115 54
ARW ASO 147 129
ARW PKG 163 61
ARW BVE 163 0
ARW BDX 179 100
ARW WNM 186 191
ARW CMC 191 51
ARW ZUN 204 51
ARW QAN 207 87
ARW LWA 215 33
ARW QBW 239 28
ARW QNS 242 89
ARW IVC 250 38
ARW EYI 275 90
ARW TLX 285 101
ARW NHV 299 102
ASO VPJ 0 120
ASO GDE 0 177
ASO QZT 7 0
ASO BLK 9 180
ASO NCX 10 13
ASO GWC 12 22
ASO DPC 19 16
ASO TBR 26 45
ASO PHS 36 172
ASO OFO 37 51
ASO NRQ 38 119
ASO SDJ 50 126
ASO CNZ 68 176
ASO DAI 72 57
ASO EAZ 75 134
ASO CFR 76 70
ASO OSO 101 157
ASO QKY 104 137
ASO MTW 104 38
ASO QQO 115 37
ASO XWB 121 155
ASO LWA 126 89
ASO SQH 136 53
ASO QMB 139 28
ASO NWO 145 119
ASO IMX 147 94
ASO FXA 150 69
ASO USR 170 78
ASO XEP 178 52
ASO NJZ 189 80
ASO LSQ 192 39
ASO QDX 218 45
ASO ZUN 247 197
ASO RJG 269 176
ASO JNU 274 191
ASO BAU 288 111
ASO QLA 291 192
AUX NLS 0 182
AUX QTO 7 131
AUX NRQ 8 97
AUX PVB 14 168
AUX XTN 28 92
AUX KCK 30 85
AUX SDJ 30 155
AUX YOZ 37 117
AUX XTN 38 196
AUX ELW 44 64
AUX SMB 45 101
AUX XQI 53 142
AUX HBA 58 188
AUX PEO 59 127
AUX ZUN 62 150
AUX IPI 66 194
AUX STV 70 121
AUX NKS 70 88
AUX ZUN 74 12
AUX QTE 76 0
AUX LSE 81 198
AUX BVE 106 19
AUX LAT 114 107
AUX OSO 122 49
AUX XWB 137 175
AUX DHF 154 108
AUX KMD 156 182
AUX XQI 160 30
AUX MIK 162 113
AUX ZQO 175 39
AUX RJG 181 80
AUX COK 182 32
AUX YDK 183 64
AUX KKE 198 56
AUX ENW 198 196
AUX IPI 199 27
AUX SDI 214 199
AUX RTC 219 187
AUX TCB 225 117
AUX MBO 230 115
AUX LSQ 244 21
AUX QRI 254 130
AUX ZZI 255 115
AUX XTN 259 155
AUX SDI 284 172
BAU BTX 2 182
BAU WJE 17 138
BAU XMO 22 16
BAU PSV 23 103
BAU IPI 24 27
BAU IPL 45 63
BAU BWV 51 17
BAU YFX 54 55
BAU HBA 55 106
BAU JNU 64 16
BAU MMF 100 56
BAU PCT 103 179
BAU EAZ 114 196
BAU POJ 125 91
BAU USQ 127 198
BAU ZQW 129 180
BAU XEP 133 129
BAU WDF 150 129
BAU IOE 165 41
BAU PCU 165 158
BAU LAT 171 0
BAU NNP 178 131
BAU JVX 181 108
BAU GAA 217 51
BAU QLA 226 101
BAU SPK 228 124
BAU UJP 245 55
BAU DPJ 260 68
BAU IMX 270 176
BAU LOW 280 73
BAU EON 291 29
BDH QDX 2 160
BDH LWA 18 79
BDH USQ 23 17
BDH IRB 25 185
BDH BLK 25 109
BDH QTH 31 31
BDH NOB 49 98
BDH SLI 50 52
BDH CFR 60 108
BDH DNX 74 0
BDH NWG 79 181
BDH RJG 81 196
BDH QEO 97 99
BDH GRV 102 115
BDH IYQ 105 160
BDH ZRB 108 114
BDH GUI 110 65
BDH XER 113 156
BDH BTX 113 120
BDH TWB 135 127
BDH RTC 176 98
BDH FVB 182 162
BDH LRK 192 152
BDH NKS 196 132
BDH PXN 196 146
BDH PSV 198 88
BDH XMO 215 49
BDH DPC 218 178
BDH XNR 223 159
BDH WON 234 21
BDH XAL 236 71
BDH RDF 244 62
BDH JMJ 248 52
BDH KCK 262 181
BDH KPZ 275 115
BDH NWG 297 52
BDX CPC 5 153
BDX URK 10 116
BDX SQH 14 137
BDX KKE 18 70
BDX IGN 22 97
BDX FVB 37 104
BDX IGN 52 75
BDX DIK 60 173
BDX RWV 62 38
BDX BDH 63 16
BDX XQK 64 54
BDX SDI 65 29
BDX CNZ 70 31
BDX QFK 71 37
BDX ZTZ 76 73
BDX GRN 92 61
BDX PKG 96 93
BDX JBR 99 90
BDX VHT 113 30
BDX FNW 126 186
BDX HXC 145 193
BDX YHJ 160 44
BDX DAI 174 100
BDX YNF 197 118
BDX BNS 207 121
BDX ARQ 210 64
BDX BQD 213 118
BDX GUI 217 0
BDX VXY 220 122
BDX KKE 231 107
BDX CFR 232 37
BDX YFX 240 200
BDX DPJ 273 175
BDX WZY 286 36
BDX BDH 294 75
BDX DHF 294 66
BDZ VHA 1 42
BDZ IFN 8 125
BDZ RWD 12 153
BDZ TKJ 17 73
BDZ MWD 17 38
BDZ CFR 27 183
BDZ NCX 35 83
BDZ COK 41 149
BDZ KKE 47 47
BDZ YOQ 55 88
BDZ TCB 64 0
BDZ DAI 65 44
BDZ RJG 80 23
BDZ DVU 88 33
BDZ XSY 92 116
BDZ ZRB 99 51
BDZ QTO 120 47
BDZ NNP 132 174
BDZ BQD 135 50
BDZ LAT 135 56
BDZ DAI 149 188
BDZ MOE 165 19
BDZ MWD 168 56
BDZ ASO 184 47
BDZ KCK 187 167
BDZ NNP 205 143
BDZ JGC 213 11
BDZ XSY 225 139
BDZ SKA 229 159
BDZ NJZ 233 166
BDZ JGC 244 34
BDZ QLS 255 17
BDZ EVQ 264 61
BDZ LXI 266 155
BDZ HXC 270 77
BDZ SRF 291 105
BIJ HOB 1 99
BIJ URG 4 59
BIJ SKQ 12 119
BIJ QDX 25 181
BIJ HNX 49 149
BIJ FZZ 62 0
BIJ HOB 67 154
BIJ LOW 70 36
BIJ PSV 79 118
BIJ EJJ 91 52
BIJ EJJ 91 52
BIJ GUB 107 154
BIJ EAZ 121 150
BIJ HEH 123 193
BIJ DDK 127 92
BIJ POJ 137 71
BIJ ZHM 140 180
BIJ NLS 154 131
BIJ DNO 156 78
BIJ QQZ 188 78
BIJ BVE 195 126
BIJ JAL 195 21
BIJ LRK 205 90
BIJ COK 211 26
BIJ LNM 219 200
BIJ NJZ 225 22
BIJ SLM 230 74
BIJ GDE 232 188
BIJ UQB 237 146
BIJ PCU 239 48
BIJ EJJ 242 116
BIJ XFM 263 118
BIJ QKY 268 104
BIJ YQQ 297 196
BLK HOA 6 52
BLK NWO 19 0
BLK PCT 27 195
BLK NOB 42 182
BLK SQH 46 18
BLK YHJ 50 76
BLK HQJ 56 102
BLK QTE 57 42
BLK EVQ 61 66
BLK IYQ 63 54
BLK DDK 64 58
BLK PHS 70 18
BLK FVB 78 99
BLK XQI 86 182
BLK IGN 100 150
BLK BQD 115 125
BLK BDH 115 131
BLK PKG 119 189
BLK TLX 128 119
BLK HXC 140 109
BLK NNP 142 77
BLK YCZ 143 103
BLK JAL 147 15
BLK QDX 150 85
BLK NOB 152 146
BLK CNZ 155 33
BLK PHS 160 81
BLK QBW 174 141
BLK TZT 180 136
BLK LYE 180 20
BLK GWC 192 146
BLK YCZ 193 43
BLK BXF 198 170
BLK YQQ 200 86
BLK DNX 209 54
BLK DNX 209 182
BLK RWD 222 132
BLK OTT 240 34
BLK YWT 256 90
BLK EMH 256 51
BLK DNO 262 109
BLK BAU 270 18
BLK LRK 271 86
BLK CFR 275 126
BLK WDF 279 186
BLK LWQ 289 89
BLK BNS 289 32
BLK ADW 291 83
BLK HEH 294 139
BNS BQD 15 122
BNS ZRB 17 93
BNS SKQ 32 197
BNS HNW 47 55
BNS SVK 48 144
BNS HOB 57 33
BNS PVB 81 73
BNS YOQ 87 172
BNS YNF 96 156
BNS CNZ 97 124
BNS VHA 101 197
BNS YFB 111 51
BNS ZTZ 123 141
BNS TWT 126 102
BNS KWB 135 169
BNS FZZ 141 28
BNS GFK 141 30
BNS COK 147 171
BNS SLI 159 168
BNS WZY 162 43
BNS JAL 166 145
BNS DNO 167 84
BNS YHJ 168 0
BNS KZP 196 149
BNS NLE 209 153
BNS EMZ 214 58
BNS PZK 234 20
BNS JGC 239 48
BNS EMH 254 176
BNS SLM 274 116
BNS HOB 278 65
BNS EEQ 278 142
BNS DIK 281 197
BNS PCT 292 129
BNS JTL 293 114
BNS ELW 295 85
BNS XAL 295 45
BOF VPE 5 195
BOF SPK 10 127
BOF UCG 12 145
BOF OBS 12 79
BOF TKJ 13 108
BOF YHJ 22 60
BOF KCK 34 77
BOF YOQ 34 165
BOF CAG 38 120
BOF BAU 45 177
BOF EVQ 50 139
BOF QTE 51 88
BOF TZT 55 127
BOF DIK 60 99
BOF VQV 65 130
BOF HOB 77 118
BOF LRK 83 55
BOF FMR 89 126
BOF YNF 94 183
BOF LTK 95 43
BOF INA 96 15
BOF FXA 121 103
BOF QKY 134 150
BOF YFB 134 81
BOF WNM 138 130
BOF HQZ 148 16
BOF YDK 171 130
BOF DNX 191 173
BOF JMJ 194 31
BOF QEO 196 35
BOF SMB 197 125
BOF NLS 201 195
BOF RWV 203 153
BOF QKY 211 69
BOF GFK 225 154
BOF IPI 226 0
BOF NKS 238 117
BOF OSO 244 142
BOF NKS 247 167
BOF XTN 252 73
BOF GOP 253 162
BOF QAN 255 112
BOF QEO 259 120
BOF EVI 259 117
BOF EEQ 265 177
BOF ADW 293 126
BOF JAL 293 125
BOF PHR 294 129
BQD XNR 4 54
BQD RDF 5 0
BQD URG 11 181
BQD ASO 14 65
BQD YHJ 20 15
BQD AGO 35 112
BQD XNR 41 180
BQD LOW 43 187
BQD HOB 47 58
BQD CIE 49 130
BQD TWT 50 175
BQD NWO 50 192
BQD QKY 54 64
BQD UOM 92 55
BQD IMX 110 52
BQD UTO 125 121
BQD YQQ 127 176
BQD QKY 142 146
BQD OZJ 147 74
BQD YWT 168 150
BQD UNN 186 157
BQD ELW 194 135
BQD ACR 205 158
BQD VUT 231 173
BQD OZJ 239 170
BQD SLM 243 55
BQD ZRB 245 186
BQD DVE 250 131
BQD WDF 283 52
BQD TBR 295 18
BQD GDE 299 146
BQZ CAG 2 13
BQZ PVB 6 52
BQZ HOA 7 198
BQZ DVE 7 190
BQZ TKJ 9 67
BQZ VQV 12 57
BQZ LZP 14 64
BQZ XMO 19 40
BQZ GDY 31 142
BQZ ZXJ 61 185
BQZ YPV 66 197
BQZ SRF 67 169
BQZ IMX 72 22
BQZ ESG 73 80
BQZ ACR 73 118
BQZ YNF 74 160
BQZ SKQ 77 12
BQZ BDH 79 16
BQZ GDE 83 73
BQZ XSY 83 167
BQZ NRQ 86 0
BQZ YPC 92 120
BQZ JBR 100 140
BQZ ASO 122 113
BQZ GUB 138 90
BQZ EVQ 151 114
BQZ ZMC 156 39
BQZ PVI 166 23
BQZ IOE 181 163
BQZ ZTZ 188 172
BQZ LYE 210 14
BQZ CPC 225 64
BQZ FNW 254 196
BQZ WRW 254 141
BQZ EDY 260 22
BQZ SQH 260 78
BQZ QLS 264 189
BQZ KZP 265 24
BQZ EMZ 277 152
BQZ NSQ 290 67
BTX GUB 3 52
BTX EVI 8 77
BTX PHS 11 177
BTX BVA 24 63
BTX ZRB 34 42
BTX RJG 55 199
BTX PCT 59 183
BTX QAN 79 67
BTX URG 87 40
BTX PSV 88 34
BTX CMC 90 159
BTX EVQ 90 199
BTX RDF 116 45
BTX YFX 117 56
BTX EDY 125 183
BTX LWA 152 40
BTX BQD 156 186
BTX OAB 167 182
BTX QMB 171 47
BTX NSQ 177 89
BTX XHB 180 132
BTX IFS 185 138
BTX RWD 187 196
BTX YOZ 195 36
BTX IFN 196 199
BTX NLE 200 12
BTX IYQ 203 0
BTX ZMC 204 194
BTX LWA 205 29
BTX PXN 210 16
BTX DVU 214 166
BTX UNN 223 72
BTX BAU 230 68
BTX QEO 233 199
BTX YFX 238 194
BTX KCK 245 140
BTX YQQ 247 191
BTX PZK 258 96
BTX MUX 261 94
BTX YPV 268 91
BTX RWD 274 40
BTX HNX 277 41
BTX DVU 281 165
BVA HQJ 7 65
BVA UKE 17 79
BVA XHB 44 47
BVA RXT 53 47
BVA YPV 93 73
BVA GRN 98 180
BVA UTO 107 52
BVA MMF 117 25
BVA VJG 150 150
BVA HOA 150 175
BVA IFN 160 186
BVA XHS 161 170
BVA MTW 193 91
BVA OZJ 197 170
BVA IPL 219 128
BVA ZXJ 220 142
BVA CNZ 227 45
BVA ZRB 238 0
BVA OTT 270 102
BVA WDF 273 73
BVA EDY 276 111
BVA POJ 278 187
BVA YQQ 281 154
BVA IOE 283 82
BVA OYJ 283 199
BVA BQZ 291 103
BVE PVB 11 62
BVE QBW 19 110
BVE SPK 29 193
BVE IRB 31 60
BVE LSE 32 62
BVE XSB 44 66
BVE XEP 57 127
BVE VXY 74 115
BVE NSQ 83 165
BVE OCN 100 47
BVE DNX 104 53
BVE NWO 113 190
BVE XQI 121 59
BVE QKY 129 56
BVE RDF 132 20
BVE TXG 138 172
BVE GFK 139 53
BVE PVB 143 61
BVE MWD 148 40
BVE IYQ 153 143
BVE XMO 161 177
BVE PEO 164 0
BVE LNM 172 86
BVE JAL 185 166
BVE GOP 188 156
BVE QDX 193 156
BVE OBS 199 189
BVE ARW 200 130
BVE OZJ 202 178
BVE TWT 218 150
BVE SPK 224 18
BVE YNF 225 154
BVE IGN 237 121
BVE TBR 237 186
BVE ZMC 269 81
BVE FRL 278 184
BWV XHB 0 73
BWV XQI 4 67
BWV GAA 32 168
BWV COK 48 156
BWV FVB 49 152
BWV HOA 59 46
BWV ARW 64 196
BWV EEQ 68 164
BWV EYI 69 171
BWV QLS 95 179
BWV XHB 99 176
BWV DHF 105 94
BWV AGM 115 42
BWV HOA 115 178
BWV SMB 115 0
BWV EMH 117 136
BWV IWC 122 146
BWV WON 128 118
BWV KPZ 144 19
BWV IMX 148 85
BWV LRK 150 137
BWV YZF 169 61
BWV NNP 175 86
BWV BLK 188 76
BWV HBA 203 56
BWV EEQ 217 18
BWV OCN 220 18
BWV WZY 230 21
BWV STV 237 51
BWV PZB 249 149
BWV ZHM 258 43
BWV TBR 296 106
BXF DHF 0 141
BXF QTH 3 116
BXF RXT 22 109
BXF USR 25 128
BXF WRW 26 183
BXF KMX 33 12
BXF ZRB 33 170
BXF NNP 35 144
BXF BQZ 40 84
BXF FZZ 67 170
BXF LNM 75 194
BXF GFK 81 104
BXF GAA 84 0
BXF PEO 95 42
BXF UQB 117 76
BXF MTW 123 192
BXF EAZ 136 26
BXF QDX 147 101
BXF SDE 157 189
BXF ELW 159 143
BXF VPE 162 183
BXF KCK 172 144
BXF LRK 204 73
BXF UCG 210 103
BXF BVE 217 196
BXF IPI 227 40
BXF PZK 239 45
BXF HBA 242 66
BXF JMJ 248 189
BXF IFN 255 152
BXF QKY 270 42
BXF HEH 272 182
BXF QKY 273 19
BXF BQD 276 10
BXF BVE 277 119
BXF NOB 278 53
BXF YWT 285 82
BXF BDX 286 49
BXF HQZ 297 49
BXF UTO 298 78
CAG EAZ 17 93
CAG LWA 33 56
CAG BLK 39 146
CAG YWT 51 180
CAG XSY 59 179
CAG MIK 68 177
CAG VHT 86 108
CAG CNZ 97 86
CAG JVX 111 194
CAG ZYL 128 101
CAG QTH 132 65
CAG UCG 133 34
CAG HOA 155 57
CAG EON 172 180
CAG KKE 194 109
CAG SCR 198 110
CAG RJG 216 48
CAG QNS 225 12
CAG HQZ 232 86
CAG PEO 235 198
CAG UJP 245 0
CAG TBR 287 66
CAG ACR 298 53
CFR DPC 3 113
CFR TWT 3 115
CFR DPJ 12 188
CFR NSQ 21 193
CFR NSQ 30 12
CFR NWO 39 18
CFR LTK 47 133
CFR ODC 49 174
CFR GUI 57 64
CFR YPC 85 142
CFR NJZ 88 10
CFR KWB 91 0
CFR SLI 99 181
CFR FNW 112 19
CFR LTK 123 81
CFR IVC 127 194
CFR ZQW 132 105
CFR UCG 133 43
CFR IMX 137 82
CFR KPZ 144 43
CFR UCG 166 22
CFR HNW 185 76
CFR IGF 205 198
CFR QAN 213 35
CFR EMZ 215 40
CFR ZYL 221 138
CFR BNS 224 162
CFR HOB 226 84
CFR EAZ 231 169
CFR CSW 248 173
CFR GOP 250 177
CFR BXF 267 166
CFR ZYL 285 83
CFR IGN 291 98
CFR HNX 293 106
CFR VDC 295 65
CFR HQJ 299 22
CIE FZZ 1 59
CIE YOZ 53 175
CIE ACR 54 182
CIE NRQ 56 197
CIE TBR 56 141
CIE OSO 63 82
CIE XHS 67 144
CIE JGC 68 54
CIE LEV 68 144
CIE XFM 71 0
CIE LAT 81 160
CIE QBW 91 121
CIE IRV 98 194
CIE GWC 100 158
CIE ENW 114 157
CIE QZT 123 194
CIE YPV 144 191
CIE DAK 146 44
CIE BDX 152 63
CIE MWD 164 76
CIE DVU 175 54
CIE TZT 188 73
CIE DNO 195 160
CIE TCB 202 22
CIE RTC 205 165
CIE SLI 207 62
CIE LTK 215 154
CIE NJZ 223 91
CIE DPJ 229 16
CIE IRV 236 90
CIE KMX 237 85
CIE SPK 243 48
CIE ZTZ 246 187
CIE KUU 250 155
CIE GWC 256 175
CIE PCT 266 174
CIE UJP 270 51
CIE LOW 271 52
CIE JMJ 271 12
CIE COK 274 17
CIE EJJ 278 91
CIE SLI 282 199
CIE QZT 286 155
CIE QLS 289 163
CIE PKG 293 19
CMC EON 1 79
CMC SKQ 2 0
CMC QDX 8 63
CMC VHA 28 161
CMC GRV 29 164
CMC BAU 48 89
CMC JTL 49 64
CMC FVB 53 147
CMC AGM 54 84
CMC QTO 54 140
CMC GDY 56 137
CMC LYE 67 24
CMC HBA 73 16
CMC LWA 88 170
CMC IPI 90 23
CMC VPJ 100 145
CMC CPC 101 99
CMC ARQ 109 72
CMC BIJ 121 197
CMC AUX 125 71
CMC OAB 134 41
CMC EON 139 85
CMC EMH 148 78
CMC PKG 153 86
CMC SDJ 159 171
CMC XEP 168 29
CMC INA 170 137
CMC EMH 182 129
CMC XSY 182 183
CMC PCZ 184 167
CMC OAB 188 90
CMC IVC 193 90
CMC URK 209 38
CMC VQV 209 45
CMC ZMT 224 143
CMC ADW 243 30
CMC TAG 258 105
CMC QLS 269 13
CMC TXG 272 197
CMC PHR 275 110
CMC URG 283 200
CMC XQK 289 12
CMC VPJ 295 46
CMC YDK 296 158
CMC GOP 298 31
CNZ VQV 2 173
CNZ HQJ 24 107
CNZ OZJ 26 53
CNZ FRL 30 162
CNZ SDI 32 37
CNZ RJG 33 178
CNZ MUX 35 200
CNZ EVQ 42 76
CNZ LZP 44 36
CNZ PHR 44 33
CNZ EEQ 55 126
CNZ YQQ 59 25
